danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,cluster,id
0.327,0.41,-9.919,0.0307,0.227,0.858,0.0921,0.107,119.361,478627,3,2ojEPVIEhiG7rCldRwLf2M
0.59,0.443,-11.408,0.0466,0.726,6.11e-06,0.387,0.198,120.025,134021,1,50HURWGNsCiJw4qFDQu40X
0.835,0.284,-10.121,0.0778,0.631,3.96e-06,0.102,0.286,86.982,168308,1,6v5vr3SqSczkqIIVeW8RjZ
0.564,0.831,-7.685,0.0488,0.149,0.000259,0.0354,0.69,142.824,180893,0,2wN5DYZkj1EHlX2obTNBFj
0.758,0.63,-8.185,0.0479,0.4,0.0,0.11,0.85,87.023,249986,0,7BNwB899c9zNcwsUa3Q35z
0.328,0.113,-20.62,0.0376,0.971,0.936,0.0765,0.303,93.732,224640,4,2NBlUWTdOa6YVMrFn3hALa
0.747,0.494,-11.901,0.165,0.397,0.0,0.046,0.906,96.176,321213,0,07PF7Djp1Dmrin3X5fy8nA
0.89,0.597,-6.935,0.294,0.261,2.74e-06,0.0965,0.667,94.024,220400,0,6fYNQo5eiHwjTQJUP2dtvd
0.634,0.779,-5.909,0.0478,0.44,0.0,0.05,0.854,179.963,325642,0,17Sfr3T1chYPGcmM4VlhCh
0.71,0.824,-4.697,0.0559,0.409,0.0,0.0864,0.76,91.017,272746,0,3954VWv51e6kVHKAupQj2m
0.587,0.966,-4.955,0.0678,0.532,2.68e-06,0.0841,0.901,175.739,302707,0,6QV6B0se88CENId0ik7mX0
0.526,0.892,-4.413,0.043,0.65,0.0904,0.309,0.842,107.121,408240,2,5f2nQbCUVuIfXh3jxw21kq
0.666,0.921,-5.347,0.0558,0.11,7.2e-06,0.0694,0.724,102.375,272160,0,1P7gdOVXVO9uGjlRFhl4Wm
0.564,0.526,-11.918,0.0453,0.413,0.0015,0.103,0.886,170.378,301011,0,3kqapvD6gg0TlUeqinOX9u
0.852,0.785,-5.843,0.0437,0.52,0.0,0.068,0.883,147.972,249750,0,3FPrD3cbQQDmI3wohLeoVi
0.704,0.884,-6.275,0.0527,0.549,0.000364,0.0492,0.964,93.058,228554,0,2naqSVQHgiaoEpxtkVOhmK
0.603,0.707,-7.484,0.0243,0.422,0.124,0.207,0.418,97.0,212933,0,1H8umJkpTif8UGxFFE7ux8
0.729,0.768,-9.83,0.0557,0.397,0.000925,0.116,0.849,157.884,189493,0,3ePoh7vNGKOTuzjMNOB7I7
0.443,0.637,-5.865,0.0439,0.419,0.0,0.371,0.668,102.142,224267,2,3aHUBffxda25lMOFHbVfmZ
0.543,0.719,-5.214,0.0713,0.759,0.0,0.485,0.816,93.476,201900,2,6wDSXzxZhgg2mYMIGfQ2R2
0.61,0.68,-5.626,0.04,0.678,0.0,0.98,0.75,145.69,278769,2,0tybdJGhJmFjPK7fcpCKRU
0.429,0.908,-6.987,0.251,0.571,2.59e-06,0.344,0.729,111.89,219400,2,3O0dOxKTr03ccUot2cLLSW
0.562,0.421,-14.542,0.0554,0.689,2.15e-05,0.0832,0.801,101.571,269027,1,2qzvVh6WD7pP0DUkSyANNf
0.394,0.594,-8.349,0.049,0.475,0.0,0.166,0.965,177.295,310291,0,0Ye4vh1Vq6Ff9WgCrnyU9E
0.552,0.307,-19.975,0.0357,0.797,0.907,0.105,0.589,138.535,176373,4,6aTq6YkoEr0iXyXgdiU0n8
0.632,0.666,-8.834,0.163,0.404,0.0,0.12,0.921,173.095,172603,0,1BdtjPOrhjzMO0qTDbjXEz
0.735,0.866,-4.345,0.122,0.256,0.0,0.336,0.8,115.984,328296,0,46VtF5jMfEJ89tm9HbKTrk
0.651,0.932,-6.459,0.0686,0.0125,0.426,0.212,0.966,174.008,329747,0,2EiazSYyCSlBEKED2EvysD
0.557,0.454,-7.098,0.0245,0.611,0.0,0.213,0.484,139.959,263227,1,6D2Hxj0e7gZojlFBV1fKBx
0.8,0.523,-11.503,0.0442,0.231,0.0,0.0803,0.791,149.978,246883,0,7q6LqxDJFVkVGjwgN3MPTo
0.474,0.929,-4.181,0.0715,0.00184,0.76,0.147,0.0478,77.555,131629,3,3IV1SO2lV34ushMPYD5ddd
0.489,0.989,-1.534,0.188,0.0295,0.00166,0.264,0.404,128.638,136403,3,6ocm9vwN4ycp36xmQbkeAP
0.73,0.717,-6.087,0.0295,0.103,0.0881,0.127,0.469,98.001,265400,0,4blMTTElmTAmfEsyExPgTi
0.565,0.762,-7.713,0.0309,0.00546,0.169,0.623,0.63,99.932,186559,2,4upw9RT8Cs96EQhCuoNryV
0.792,0.684,-7.584,0.297,0.377,0.0,0.0896,0.719,99.94,216216,0,1571DuOMAnTa5tpYVpnLBx
0.591,0.755,-9.665,0.0343,0.609,0.43,0.0961,0.813,120.99,250950,0,2CUzzlrYHwQK94jhTZ8ZKo
0.726,0.548,-9.562,0.0339,0.616,0.0124,0.321,0.629,130.99,276312,1,4wxBoGlvFcYBm2T3AhQRKQ
0.711,0.862,-8.806,0.0405,0.154,1.96e-05,0.131,0.755,94.013,192000,0,4PqBmKuuj6kp0W80iW7GR2
0.198,0.921,-4.765,0.135,0.0101,3.81e-05,0.093,0.122,169.96,242824,3,5xanw4Zi56wkYAOtxOHhUG
0.432,0.586,-8.451,0.0415,0.831,0.811,0.218,0.593,125.164,193149,1,6plJDRJ1oCgGMoToGV1S8H
0.603,0.885,-2.482,0.101,0.245,0.0,0.35,0.756,99.95,253888,2,0XEW54HGqGfkuThkM8pNLl
0.205,0.055,-25.84,0.0445,0.924,0.0034,0.13,0.0395,137.031,223040,4,0Q29RLGUTP6T9NXde8BLgH
0.652,0.556,-6.04,0.0251,0.375,3.52e-05,0.0796,0.185,94.975,187453,1,5VEY0m5OyyNsSi9dwx56Vj
0.417,0.194,-24.044,0.0525,0.623,0.923,0.0879,0.223,159.621,407320,4,4zttb0FMlcA1PO9h8mQ8ub
0.475,0.694,-9.623,0.0313,0.5,0.00639,0.234,0.149,145.014,344267,3,4S2UBuhfeqmQHkKW8cTa7x
0.148,0.89,-6.512,0.115,1.54e-05,0.374,0.418,0.147,92.457,165419,3,09TmWaAGEZjBYvV4SfRcfy
0.28,0.957,-3.622,0.0835,8.37e-06,0.903,0.227,0.259,132.502,255320,3,59ouZeHeT1fOw8GGp5cS7e
0.563,0.21,-15.822,0.0756,0.565,0.796,0.11,0.309,77.438,473373,4,5VnQa5mSzlY0Zg47BvO57z
0.729,0.668,-4.0,0.148,0.232,0.0,0.181,0.184,174.967,172187,3,6yntu6TLXQp6MMOJQ2xd1E
0.507,0.438,-7.541,0.202,0.532,0.0,0.271,0.347,80.993,201080,1,6bSW1ulgeoD2wSHP017uXe
0.462,0.83,-4.089,0.0673,0.123,0.0,0.0726,0.557,105.058,208887,0,2jfCy43LsFbCQoB6HyetlY
0.625,0.868,-5.692,0.0511,0.172,1.57e-05,0.785,0.74,131.022,235453,2,2RfXoyDFnKXrlV7jccut2j
0.113,0.0867,-24.769,0.0434,0.967,0.00226,0.11,0.107,168.623,238733,4,3vSPkAcdkvmMIO23LQAOTa
0.348,0.55,-7.543,0.0455,0.926,0.905,0.118,0.211,119.718,444053,4,0sSVYthbHYdgq4ANFI6IQA
0.574,0.301,-8.819,0.0486,0.875,0.0876,0.291,0.47,90.233,236373,1,14HNoA9ZKujNfi8lidHGjP
0.594,0.999,-4.886,0.0805,0.00131,0.808,0.122,0.164,150.024,386400,3,6oLe2vEi4uSK76nSkhqZwu
0.586,0.599,-6.767,0.202,0.693,5.21e-05,0.146,0.8,98.839,174986,0,1wCF9rSgapk3yiFv9NoF4h
0.327,0.256,-11.611,0.0316,0.656,0.0,0.0675,0.718,76.956,161600,1,0f2dqGZLxj9hSJI8I8shW0
0.381,0.66,-9.86,0.0457,0.242,0.651,0.329,0.252,120.262,530571,3,2uAZEaet1qMwJcDZK3KMHC
0.349,0.393,-12.255,0.0282,0.591,0.85,0.0887,0.358,86.056,141867,4,1XNlyFpWwqN2qSxMq8FP0f
0.514,0.585,-7.373,0.072,0.0858,0.0,0.143,0.413,73.958,220667,0,7dKE1xcsde9rY3K1maD3Fq
0.809,0.799,-5.666,0.29,0.363,0.0,0.615,0.791,142.942,160829,2,23q6bVeIuECLcUeYkwgbRZ
0.306,0.505,-7.348,0.0407,0.0213,0.825,0.112,0.0692,81.921,271947,3,4sMAGlRNOWQC1QT7gBUNgk
0.24,0.195,-13.121,0.0356,0.379,0.843,0.4,0.121,124.383,193533,4,403fajAAJutW4BiV1qvM9B
0.25,0.168,-11.79,0.0346,0.873,0.034,0.0727,0.436,165.403,240427,1,55rZvSuqMzoxuLHCsYq0si
0.462,0.415,-6.527,0.0331,0.742,0.0,0.0879,0.589,120.086,167080,1,0ZDxQ7lJNzB2SXJKTLBrRe
0.461,0.641,-10.11,0.263,0.012,0.000252,0.119,0.345,87.498,269653,3,0Py4XRqYF4k36LmVyaqglk
0.423,0.686,-10.766,0.0353,0.000407,0.0,0.293,0.772,115.157,120467,0,7AgMXHVHbwEWfJSwsaTWtP
0.379,0.571,-6.77,0.0321,0.246,0.000206,0.0883,0.273,75.999,214717,1,6rCOiQ3G1oWrIAr8mrNNU5
0.673,0.574,-6.56,0.0429,0.000579,0.0048,0.0712,0.587,132.992,217280,0,66TsQdpn3KuBjuqAxyILRf
0.399,0.0369,-24.292,0.0365,0.981,0.894,0.101,0.04,107.384,342000,4,3KGpKf2fo1UM661ptimvoD
0.297,0.933,-5.087,0.174,3.03e-05,0.595,0.0666,0.354,116.041,331858,3,2BifBYcHECHuBrEyCVFUiy
0.597,0.874,-6.573,0.0665,0.0528,7.93e-05,0.0575,0.58,128.556,335800,0,6PN5Z4X40NqaM1WwhJGL73
0.449,0.298,-18.746,0.0309,0.487,0.377,0.0885,0.373,88.073,281093,4,5TBwpQcSkJ7aOCowcnyWMX
0.449,0.665,-9.351,0.0276,0.0237,0.669,0.16,0.467,143.997,316053,3,4n891jBZgtsfEHzdzX9zLW
0.394,0.461,-11.602,0.0314,0.943,0.941,0.153,0.618,132.704,320000,1,0uSMVtvvdUPUuhvqHznqXI
0.85,0.582,-13.719,0.129,0.00287,0.916,0.11,0.058,128.998,335884,3,6DPSVTLOjfyGQ6OrhFl9hA
0.626,0.593,-9.933,0.158,0.0357,2.22e-06,0.117,0.878,101.0,152079,0,2nONnWmHQs8HlrzXIbHoEY
0.81,0.571,-8.848,0.0455,0.0505,0.000202,0.364,0.718,92.993,152667,0,7bDLeeevde7pL8lHtub5Fc
0.875,0.603,-9.715,0.26,0.304,0.00635,0.358,0.866,86.674,166282,0,5iaHeb35T7O5kf1yGM3TMR
0.21,0.937,-4.596,0.18,0.000415,0.0,0.143,0.311,172.323,233763,3,7hZ1JuwJm4hZsS8IHnKDt3
0.317,0.932,-3.536,0.175,0.000509,2.34e-05,0.191,0.277,109.851,257027,3,5jPNSXFUA7J9a9iMt6K0cP
0.524,0.164,-10.729,0.0322,0.854,0.0,0.117,0.701,80.151,154816,1,24KNZaRs0mYNwNSvwkfItv
0.395,0.02,-15.491,0.0368,0.977,0.0,0.246,0.214,82.119,256973,1,3DII7ffd5zNbSlT9qr70Ji
0.573,0.704,-4.933,0.237,0.158,0.00297,0.131,0.654,171.927,252893,0,0N0N3DaEk3iaMdNeBaNS7j
0.668,0.664,-10.801,0.0347,0.0335,0.000482,0.0954,0.453,128.05,177147,0,6hcGmiSpsOkoSMT8zhUzQm
0.386,0.817,-5.569,0.0986,0.00227,0.755,0.108,0.237,117.524,140240,3,2748v8CnwHyDainyfxuVVA
0.468,0.796,-6.896,0.132,0.548,0.0,0.251,0.79,108.475,228075,0,236qD91fuifWtjWgzoprzr
0.38,0.903,-8.306,0.392,0.166,0.000405,0.193,0.499,94.992,303200,0,2aqKZ5yaVlefLV4PYOsYEs
0.443,0.322,-14.109,0.029,0.844,0.0,0.0713,0.677,93.351,159160,1,1zJU9rhhIv0TpEYWJCq2XE
0.488,0.0299,-20.75,0.0465,0.989,0.0,0.0659,0.635,108.291,181333,1,5oM188nBSaXaTimdP5KZ0e
0.599,0.561,-9.026,0.0909,0.0344,0.0,0.328,0.843,117.981,212036,0,1pJtBKX3W9GSKIfA32DRrF
0.714,0.926,-6.514,0.0537,0.216,0.0,0.634,0.952,129.996,242267,2,3TytI9LFOL2aByywkSKDvP
0.311,0.981,-2.312,0.0736,0.0023,0.0499,0.29,0.365,180.967,263973,3,77LQNv3wdUvN5sXG9v5H9u
0.565,0.973,-3.814,0.145,0.0366,2.18e-06,0.372,0.639,75.989,275427,2,6sScdgu1m1tey48IoeMDkt
0.552,0.535,-5.909,0.0262,0.0899,9.51e-05,0.101,0.418,144.998,238072,3,4antXT6FyNqydZb25JEo6h
0.755,0.677,-8.478,0.106,0.00564,0.0,0.113,0.856,99.991,201960,0,5JrT4NhJkLGTKoIiPani66
0.75,0.313,-11.491,0.0327,0.903,0.000273,0.113,0.249,117.938,239147,1,3ZHMpOHZktAISTZlrZIror
0.698,0.53,-13.78,0.0296,0.0438,0.159,0.0931,0.968,144.577,451587,0,0DBmlN8UctmrGKlf8gFlI0
0.778,0.772,-8.891,0.0424,0.194,0.000924,0.223,0.192,127.99,246562,0,26reTMgAh7UFyckvxSM7N9
0.608,0.293,-10.154,0.0309,0.61,0.0,0.132,0.883,108.836,211160,1,26TOi0aqDh6iejJ8oUh0u2
0.707,0.675,-7.598,0.118,0.579,0.0,0.5,0.446,90.008,255500,2,1MWvhDkT8KJAO4KsS4dqaK
0.66,0.746,-6.111,0.0303,0.000394,0.0017,0.091,0.76,125.013,233150,0,5EL82DjEAF1kcRAVj84zXe
0.559,0.964,-3.473,0.1,7.59e-05,9.79e-06,0.0846,0.849,154.002,176939,0,2mAuvauSk7Bh39cil5j6N7
0.127,0.0117,-29.657,0.0495,0.981,2.47e-06,0.161,0.133,173.297,140600,4,2coSNHkg90mLcj6ihjBybg
0.465,0.622,-6.464,0.07,0.601,0.0,0.174,0.451,156.724,201152,1,0HIhSuAe5lq7ywxqlAt5Nl
0.693,0.624,-6.004,0.0997,0.673,0.0,0.132,0.644,77.558,209947,0,6q3OBN9VxHn0Xw5deDMEqe
0.609,0.574,-5.017,0.032,0.743,0.0,0.689,0.419,89.996,189997,2,4eWHMq1DmBtj0XLv3rFySv
0.814,0.692,-6.761,0.0293,0.596,0.0,0.339,0.846,98.528,201693,0,1lSN0DUo2wPS3Q7VqDMjAB
0.634,0.806,-4.829,0.0427,0.269,6.2e-06,0.972,0.666,125.943,190633,2,4nCqC0hfVNmzEdTfyhhXXX
0.505,0.258,-13.091,0.247,0.781,0.0,0.145,0.595,182.382,207013,1,4RJ5El3XMdQg4ubyW9hm6l
0.625,0.675,-7.672,0.244,0.0842,0.0,0.155,0.409,85.262,217256,0,6yH5cWxiInc3hgJrdF2p8Z
0.537,0.497,-9.543,0.0266,0.607,0.0061,0.205,0.56,75.012,276867,1,3gc1Er36HSO8rt82uBJw8k
0.683,0.615,-7.855,0.0782,0.00702,3.61e-05,0.0988,0.431,123.06,178893,0,5smRy6PqMQ9pErnDrsE0F3
0.566,0.836,-5.509,0.0291,0.000891,0.0068,0.247,0.96,144.971,215853,0,54rmOG56q3iMXK8dSbTwoH
0.596,0.718,-4.202,0.306,0.476,0.0,0.0745,0.637,179.842,213720,0,4b9rU89Gez0MC2pSirrL8P
0.591,0.706,-5.137,0.157,0.476,0.0,0.275,0.677,147.825,234527,0,01cihCZOMz9ZCwuhLUtHKo
0.888,0.734,-7.934,0.059,0.00567,0.000338,0.0371,0.812,111.574,237866,0,7HT0g6P2sr8kypPzAFrg0n
0.524,0.562,-8.503,0.0558,0.669,6.14e-05,0.128,0.646,140.472,534544,1,16KCRXqhNDmI2cIpKFiHp9
0.0911,0.0157,-24.144,0.043,0.995,0.78,0.322,0.0676,69.394,292600,4,0dvWqDcjdP8SIXLRuaYuA6
0.722,0.188,-14.438,0.0481,0.947,0.0,0.0849,0.486,116.812,381280,1,53904VjePN2SdkfQSSftVs
0.491,0.832,-5.606,0.0371,0.00287,0.822,0.0436,0.375,164.852,212133,3,3DyVz6qqitxtM5w7YM53ej
0.534,0.33,-11.86,0.0319,0.73,0.126,0.638,0.181,129.994,252000,2,13B6ODSdUxrVaWSrcXodJg
0.73,0.453,-13.44,0.119,0.9,0.0002,0.0876,0.605,104.945,237507,1,2Xpx05oXRaWEExpvsfioSv
0.291,0.467,-10.778,0.0564,0.535,0.0,0.895,0.52,180.728,352252,2,2PihzHdYwaAGpMzxcV26Lm
0.944,0.448,-9.182,0.331,0.085,6.81e-06,0.095,0.499,101.999,131764,0,1P9kjWILY5EQ418AqRCQfm
0.268,0.966,-3.454,0.108,0.000449,0.0313,0.152,0.747,171.491,163840,3,6X3DR7wRJaAtGBwg2NKTPA
0.4,0.49,-11.617,0.0344,0.78,0.654,0.173,0.6,148.513,353267,1,3CfJDWDtfw2IPeVxplplbK
0.614,0.557,-12.444,0.0474,0.825,5.99e-06,0.121,0.614,141.648,246847,1,3rHrXOocY0wrgqLjpZITJv
0.677,0.925,-5.69,0.0541,0.000566,0.000354,0.165,0.449,108.99,217880,0,7sI5RIu9L3fBkAUtB9tTGT
0.656,0.576,-9.807,0.0542,0.454,3.6e-06,0.445,0.684,121.38,231760,2,0M3gmV8wqB84IWG2BtFIso
0.541,0.982,-4.908,0.106,0.00767,0.000809,0.291,0.723,104.035,308360,0,0pBLfQ5JBjh12H6DGZjMwM
0.688,0.582,-10.668,0.0542,0.23,0.000157,0.0663,0.872,85.486,224661,0,7pBrj5rt4SSxXwFKOyZfHR
0.61,0.874,-5.822,0.0467,0.0209,0.000228,0.189,0.351,110.024,225800,3,741KHLH3d9jRMtl5WJdkmE
0.376,0.943,-7.597,0.0537,1.3e-05,0.861,0.372,0.34,87.798,166368,3,3OGayiVlUB18ZNhjGsyyX9
0.289,0.541,-4.056,0.0306,0.795,0.135,0.047,0.203,100.604,299400,1,2GyrD3SelCuxlNXvmn3ZXJ
0.315,0.932,-5.937,0.0808,0.00149,0.679,0.0726,0.282,170.041,243080,3,0wj12fTADisqnICDGyMgHh
0.578,0.912,-5.182,0.0317,0.0117,4.47e-06,0.0946,0.531,137.044,210493,0,1N1hy0OoCXoOx9cLdQa5Dx
0.689,0.725,-4.411,0.0287,0.212,0.00107,0.363,0.59,133.711,364320,2,0LFfSCHz15dPcnhOjtkmsm
0.591,0.945,-2.483,0.0675,0.0389,0.0,0.214,0.96,180.048,248800,0,66lF1QWtLZXJofJ3x388RV
0.622,0.542,-6.215,0.051,0.387,0.0,0.114,0.939,174.494,136200,0,1CZgbcEZEhHH28HcBFvQIW
0.259,0.969,-3.821,0.139,3.61e-05,0.881,0.119,0.216,151.775,284093,3,1rZtuXTUtSDhYmYcP9v3DQ
0.117,0.0467,-16.515,0.319,0.681,0.973,0.584,1e-05,85.433,122042,4,4ndb9Sv5pTIolY8Lt5jmSn
0.39,0.596,-8.609,0.0345,0.227,0.0368,0.133,0.544,133.917,189360,3,4bv19prlhzX0ddMTkRKF1f
0.822,0.67,-5.62,0.11,0.0733,1.84e-06,0.342,0.721,119.991,214000,0,0XXGx4wtMudQuANYOayiwX
0.813,0.572,-6.591,0.0406,0.0972,0.000223,0.0589,0.949,109.931,161133,0,4xIPF0XvckZ32QXXI6fW9P
0.305,0.344,-17.859,0.352,0.0929,0.149,0.107,0.198,178.768,153518,3,2EjX1b7n54bWQJaFOwo7Cn
0.724,0.502,-7.064,0.0313,0.518,0.00078,0.0827,0.361,106.983,207333,1,4tiMBMyoWSRPmLHg16VpUs
0.472,0.877,-8.55,0.109,0.0103,1.11e-05,0.0534,0.31,159.913,156004,3,6N55sVnUVoCJxcRnpDTpIv
0.779,0.51,-9.031,0.0588,0.244,4.66e-05,0.244,0.541,164.012,214951,0,30RXOBps0tCYY6AuM4Rfog
0.549,0.707,-8.364,0.0275,0.0983,0.0631,0.141,0.322,150.034,223805,3,2JPZFolVoxO4XU3SJH89tZ
0.414,0.421,-6.308,0.0317,0.844,0.0,0.208,0.275,119.634,244613,1,2xoD1xqw8j5UhKvfawhoVG
0.285,0.989,-5.9,0.107,3.8e-05,0.298,0.359,0.0695,108.58,155693,3,2eouTbMFI4IiD08UmxKbNY
0.812,0.486,-8.696,0.0412,0.288,1.75e-06,0.0853,0.551,105.032,176000,0,2a2lQvAmxSXs8GYqfX8bdc
0.517,0.758,-5.517,0.0499,0.089,7.25e-06,0.653,0.377,90.087,181515,2,3bO1aiSSz2y0dko3Ke93Qf
0.584,0.233,-7.63,0.0439,0.934,0.0,0.118,0.194,77.144,230975,1,2QBtnCfrORCtmfCrqWJLWG
0.563,0.175,-15.478,0.0404,0.827,0.0,0.147,0.365,126.519,123240,1,1wed13CuglKBkOnVFFzI1D
0.258,0.000443,-31.063,0.0685,0.995,0.767,0.0874,0.0376,69.291,490952,4,5rcYxWqLkv7GzhXncvb0hM
0.82,0.659,-4.426,0.0404,0.0384,0.00143,0.296,0.625,104.948,158857,0,6NWjTke7IJDThX8ze3DUJN
0.692,0.371,-10.845,0.0484,0.181,0.105,0.116,0.109,125.213,188936,1,1r5X6i6U11nStErNNd0opg
0.341,0.184,-14.179,0.0336,0.889,8.19e-06,0.129,0.37,139.878,158950,1,57o1kkC9RBwoSIuSfHKKBC
0.782,0.693,-8.326,0.168,0.657,0.00657,0.158,0.332,139.979,205829,0,2OaqyUl4PkAJZnKavUlDA2
0.475,0.369,-14.021,0.0306,0.291,0.14,0.181,0.287,172.007,273503,1,5hGW2IAIL7tsmDmRJQ7Ado
0.322,0.567,-8.448,0.0266,0.817,0.924,0.133,0.465,103.231,172493,1,2rCP1X7FudFJDpD5B4QckL
0.651,0.923,-6.843,0.0504,0.0262,0.00533,0.259,0.967,165.767,197040,0,6KFXNbClXf6IHzx8S1HmGJ
0.733,0.525,-9.317,0.0382,0.0463,0.0,0.135,0.829,79.998,226000,0,0zx4IeY0x3mjjmuYc9YjsQ
0.705,0.805,-6.28,0.0507,0.0251,0.0,0.187,0.828,95.042,234893,0,4DT0LPAOwvN8vKXsKHeRLn
0.41,0.878,-3.111,0.0611,0.00997,0.0,0.0612,0.682,93.857,166160,0,0lgUOXAOSF0hbeNrmj6x1O
0.5,0.878,-4.694,0.106,0.0072,7.19e-05,0.0809,0.576,192.024,206040,3,5MOx0l5aTGHFTJSTYpkDxz
0.551,0.857,-7.405,0.0467,0.0616,0.874,0.136,0.894,83.89,162787,0,5EmDJCyGAHu5DpijFXAu6r
0.613,0.638,-14.368,0.0538,0.0175,0.000367,0.149,0.333,110.187,230147,0,47qxRoXiCDNh41EIarB8Ro
0.466,0.922,-4.62,0.0462,0.0108,0.000279,0.366,0.926,176.919,221093,2,7fJFDK6bQTJtigSS6028v3
0.77,0.812,-4.91,0.0396,0.0731,0.0848,0.201,0.956,141.054,186267,0,7kNNi7Wv4LQcYS4k2E1TZA
0.747,0.932,-4.752,0.038,0.393,2.61e-05,0.0451,0.958,137.947,153711,0,03jodq9I7XgEdouxH230fd
0.521,0.896,-4.686,0.051,4.19e-05,0.0242,0.147,0.421,106.997,175827,3,6kXCBheyqOjVbNkJoj2yE9
0.638,0.583,-9.454,0.0561,0.709,0.000466,0.0976,0.899,124.257,151187,1,63fDzYusBC0MeUkmM856ug
0.462,0.812,-10.828,0.0365,0.0011,0.0,0.0327,0.77,136.778,128889,0,5yTSNcD4uKrVEZTaU2TxfQ
0.155,0.75,-8.641,0.0875,0.036,0.369,0.506,0.0965,77.04,306160,2,529QEJxocODaQww9YeyimG
0.802,0.632,-6.662,0.243,0.165,0.256,0.203,0.449,137.934,209307,0,7aYpmrVtZFdLgusnKBHZ5L
0.861,0.959,-2.797,0.16,0.037,0.597,0.073,0.488,126.996,161575,0,7ewxIldHLYpqS4shbNJDBK
0.204,0.328,-14.052,0.0318,0.891,0.0281,0.113,0.282,168.003,310973,1,3jFOru56OBjrH30UUBkGpT
0.195,0.825,-5.172,0.0563,9.14e-05,0.85,0.325,0.392,158.432,229453,3,0EIcJhSjPQq4JCCS6grxY6
0.689,0.34,-8.922,0.528,0.749,0.0,0.101,0.242,136.09,242546,5,2kvj59SMs7ikeRqJgTC3mt
0.275,0.913,-5.114,0.162,0.000331,0.752,0.34,0.309,137.765,230507,3,1g9Ne3gao4CAKMsSBL8Sds
0.498,0.693,-5.9,0.227,0.069,0.0,0.421,0.238,125.857,146190,2,4Ef3ODp0REOFXMgDL4S5fM
0.273,0.422,-13.13,0.0416,0.101,0.725,0.163,0.0479,122.44,534000,3,7y4CD5obD62ADNsoUrRLem
0.479,0.968,-2.73,0.0555,8.58e-06,0.0194,0.301,0.5,129.997,308000,3,1cifWu0RekvMutajs8iJsh
0.295,0.912,-5.695,0.0586,8.47e-05,0.00247,0.226,0.491,159.295,193973,3,5xO2t9YvLFp5Nuty8XkRge
0.377,0.882,-3.629,0.0923,0.00407,0.000595,0.351,0.243,123.558,269250,3,4Dd6MP0WeOdYYP5ChItH3y
0.449,0.966,-5.576,0.0601,0.011,0.0421,0.185,0.661,146.75,143032,3,0cwdj68fEPCiUGwJX2Bmcb
0.231,0.85,-4.079,0.036,0.000532,0.000372,0.185,0.648,140.751,164720,3,72UJcEDrjniTLXRNWjOZRE
0.444,0.981,-2.277,0.0548,0.00143,0.000443,0.345,0.4,124.019,245573,2,0MF8I8OUo8kytiOo8aSHYq
0.141,0.0405,-29.013,0.0382,0.965,0.966,0.0983,0.0378,59.418,185943,4,0f5IlhiVWUUq4SGHyrRxIt
0.649,0.955,-4.129,0.132,0.00175,0.00662,0.0908,0.58,105.026,202857,0,2HvWXFsNkj22bHK9cvAn43
0.157,0.363,-7.611,0.0321,0.793,1.08e-06,0.251,0.193,86.587,210808,1,6e2OfoURuicgKtiWj62seu
0.742,0.576,-6.539,0.291,0.633,0.0,0.0953,0.555,160.261,198750,0,19hDtYa9xPLr8JlujoCNVO
0.623,0.623,-7.839,0.0358,0.183,0.0,0.919,0.638,94.901,191000,2,3LN2ZcPz56IF5gnC95IgDh
0.53,0.814,-10.996,0.167,0.000369,2.83e-06,0.269,0.424,100.128,250727,0,2UBV39nsXtwoD0CcL3pa7p
0.438,0.592,-6.423,0.0347,0.0204,5.72e-06,0.131,0.235,136.755,177333,3,337p5pJFHaEprWk9KZeNkI
0.51,0.87,-5.263,0.0426,0.000646,9.69e-06,0.312,0.573,100.088,168613,2,5likYoTZgn9PO6C5i3NT94
0.792,0.895,-5.754,0.0571,0.178,1.27e-05,0.284,0.95,133.044,208266,0,5qtlTJqoaDqjZiWo12Z5JY
0.93,0.453,-9.528,0.194,0.3,0.011,0.108,0.135,100.987,130821,0,3auMQ0OIFYYxmxgEApSazl
0.808,0.647,-6.185,0.0521,0.00481,0.536,0.0637,0.463,100.028,203947,0,3osCF8vLkLRJcUgPoD8tGW
0.637,0.301,-11.311,0.0247,0.794,1.37e-06,0.232,0.689,98.456,202653,1,0wpKpPnGCI6g5cfh3XFa3N
0.768,0.839,-6.204,0.233,0.0535,0.0,0.128,0.711,99.98,210899,0,7pbKZzT7DGGynZMaOHlnZW
0.535,0.735,-5.119,0.0303,0.00093,6.72e-06,0.0612,0.433,120.034,215970,3,5g9vCELCo8gxhoGw5UYLnG
0.491,0.979,-3.299,0.128,5.76e-05,0.207,0.0612,0.12,117.997,267054,3,64Q2eoyHuTVwpy4s6aalpy
0.745,0.913,-5.219,0.0408,0.0739,0.0,0.192,0.924,123.035,227067,0,7B8UytIXqt8tNLfOD8dBwn
0.419,0.581,-6.83,0.0379,0.0409,0.0,0.107,0.39,141.906,296827,3,7sXIu5MTC3PYfGKNDUbeJP
0.512,0.239,-13.971,0.0477,0.83,6.73e-05,0.101,0.171,74.472,371467,1,5pRy6onkWaq75Za1FvO2TX
